BT PANJANG RING RD 611-3,99,670611,2002,3,80,4124.1,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38387209680691,103.761859831513,40647.18079843826,20047.55123067081,-6.9,-1.1,4198.2,0,0,1,2
SENJA RD 627-3,99,670627,2004,3,82,4097.0,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38553502172905,103.759378313644,40831.067214021925,19771.395469741416,1.4,5.0,4295.5,0,0,1,2
SENJA RD 626-3,99,670626,2005,3,83,4369.7,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38547480834708,103.759880549321,40824.407379830904,19827.287692837803,-7.7,-0.7,4276.0,0,0,1,2
SENJA RD 608-3,99,670608,2001,3,79,4890.9,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38290197575172,103.761368223608,40539.911306285634,19992.838248215397,7.4,-9.3,4436.4,0,0,1,2
JELEBU RD 182-3,99,670182,2003,3,81,5129.5,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37984403992364,103.763409218035,40201.773252621264,20219.965202604344,-0.6,4.4,5837.9,0,0,1,2
SENJA RD 606-3,99,670606,1999,3,77,4591.7,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38129574701623,103.761571341904,40362.301865169866,20015.43738416482,17.8,25.1,5733.3,0,0,1,2
SEGAR RD 478-4,99,670478,2003,4,81,3529.3,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38953127642948,103.772874923486,41272.91043234059,21273.407204450486,4.2,3.5,3652.3,0,0,0,2
SEGAR RD 470-4,99,670470,2002,4,80,3636.4,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.3884164070344,103.773263601102,41149.63265762448,21316.65885173817,-8.5,-6.1,3307.7,0,0,0,2
PENDING RD 124-4,99,670124,1988,4,66,3750.0,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37699935766576,103.771170930202,39887.19858213646,21083.738544621538,2.0,3.2,3871.5,0,0,1,2
SENJA LINK 653-4,99,670653,2001,4,79,4269.2,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38692590741025,103.763946218351,40984.84903245984,20279.749525246945,-1.2,-2.7,4230.8,0,0,1,2
CASHEW RD 135-4,99,670135,1988,4,66,4004.1,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37404915665665,103.768885136299,39560.986901021046,20829.349156716577,13.0,24.1,4914.4,0,0,1,2
JELEBU RD 184-4,99,670184,2003,4,81,5602.1,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37971095812868,103.762440084954,40187.06092404491,20112.11235557977,6.6,8.0,6048.4,0,0,1,2
JELAPANG RD 543-4,99,670543,1999,4,77,4677.6,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38249521044149,103.764046024998,40494.92436530606,20290.842408326003,0.4,9.6,5352.1,0,0,1,2
TOH YI DR 1-3,99,591601,1988,3,66,6388.9,"Upper Bukit Timah, Clementi Park, Ulu Pandan",HDB,1.33904480982037,103.774300403826,35690.36717623161,21431.907741067887,-15.1,-2.9,6065.6,0,0,1,1
FARRER RD 5-3,99,260005,1974,3,52,6951.2,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,1.31655990980042,103.807288102167,33204.03828034997,25103.060302993315,-2.6,-0.7,6905.3,0,0,1,5
TECK WHYE AVE 5-2,99,680005,1984,2,62,3651.9,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38211439144289,103.75356509712,40452.85189820654,19124.44579993216,-0.4,-5.9,3459.5,0,0,0,1
TECK WHYE LANE 15-3,99,680015,1979,3,57,3442.0,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37913357256794,103.7547387164,40123.24342288692,19255.043977343325,4.1,-2.0,3423.9,0,0,0,2
CHOA CHU KANG CTRL 206-3,99,680206,1989,3,67,3125.0,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.3806670668767,103.748339853034,40292.834088150186,18542.936055733036,4.6,9.6,3426.2,0,0,0,1
CHOA CHU KANG CRES 690A-3,99,681690,2003,3,81,4103.5,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.40277627634374,103.751539941559,42737.548410993244,18899.150694147538,1.2,-6.7,3566.7,0,0,0,0
TECK WHYE LANE 20-3,99,680020,1981,3,59,3553.1,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37875454766793,103.753163445856,40081.338579883944,19079.73453974257,8.4,2.0,3626.4,0,0,0,1
CHOA CHU KANG AVE 2 295-3,99,680295,1990,3,68,3341.3,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37816643855628,103.740967962566,40016.35754716234,17722.525898478576,-10.3,-17.4,2754.2,0,0,0,0
TECK WHYE LANE 110-3,99,680110,1989,3,67,3301.8,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.37823695284901,103.752208325828,40024.10911725893,18973.439585935652,0.0,0.3,3228.2,0,0,0,1
CHOA CHU KANG AVE 3 409-3,99,680409,1992,3,70,3317.3,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1.38112967018955,103.741877152961,40344.01316244152,17823.720152313574,1.7,-1.9,3254.7,0,0,0,0
