HG59,34677.4570,36999.3906
HG60,34440.7881,40108.8916
HG61,34213.8314,40180.7212
HG62,34147.6282,40310.4206
HG63,35127.5269,39373.9490
HG64,33895.9179,39593.2540
HG65,34622.7764,36051.0336
HG66,34913.4572,35860.8756
HG67,34955.3741,39587.9068
HG68,34512.6726,39104.8807
HG69,34638.4560,39111.1082
HG7,34063.4941,37305.6551
HG70,34141.9377,40105.4776
HG71,33904.3999,39964.9457
HG72,33852.9205,40066.8490
HG73,33590.2913,40031.4783
HG74,34093.2753,36992.4181
HG75,34196.4873,36967.1434
HG76,33136.4980,37101.9975
HG77,33667.3839,39716.3125
HG78,33558.5205,39862.4297
HG79,33249.7444,39781.9719
HG80,33091.2937,39576.5271
HG81,35344.4023,38110.0508
HG82,35706.5000,38048.3008
HG83,35650.3728,37831.2487
HG84,35239.0000,37964.8945
HG85,35362.1016,38036.1953
HG86,33253.8313,39628.6415
HG87,32957.2644,39767.9074
HG88,34150.9965,39781.4108
HG89,34756.3160,39980.4127
HG9,33698.1131,37886.9986
HG9T,33778.1037,37858.0136
HG90,32955.0700,39984.6887
HG91,33219.5565,39999.7403
HG92,34315.7845,38258.1777
HG93,33208.1321,40216.5463
HG94,33267.1427,40391.5643
HG95,34319.1474,37341.5832
HG96,34282.3014,37198.2092
HG97,34837.3954,39248.3805
HG98,32938.9335,40216.0826
HG99,34202.0544,36839.2199
HLM,29354.6692,29687.5080
HRM,26668.6582,29993.0383
HR1,35147.8437,32640.4844
HR2,35090.3320,32769.8359
HR3,35018.9851,32918.8530
HR4,34975.9951,32997.6117
HR5,34875.6086,32812.5333
HVM,27376.7446,30252.7338
H11,27390.4513,29983.9052
H12,27342.3203,30487.6270
H14,27905.0274,30102.5966
H15,27733.5273,30287.7910
H17,27392.1841,30064.5769
H18,27294.4381,30155.4567
H3,27910.6083,30378.7005
H3BL,33444.3288,40713.4165
H3DL,33209.3106,40779.9579
H4,27560.7129,30056.3984
H42A,33437.4888,39407.7276
H6,27517.5526,30418.6159
H6M,27399.5432,30402.6587
H8,27733.2963,30015.8248
H87L,33038.8293,40052.7361
H93L,33274.8825,40196.8778
JBM,27317.7804,29079.9207
JBM2,27105.3295,29188.4439
JB1,33505.3407,31638.5490
JB2,33528.7279,31552.9403
JB3,33672.4849,31431.0270
JB4,33547.8789,31758.1250
JCM,35293.6850,33059.6021
JCML,35269.0428,33048.7790
JKM,28629.3066,29963.8422
JKS,28703.5642,30064.2195
JMB1,27298.7467,29375.3680
JMB2,27274.0467,29729.2354
JMB3,27140.8217,29448.5025
JMS,28610.6237,30051.6694
JM1,15461.2578,36356.8719
JM10,12861.1777,35680.0784
JM11,13624.8076,35994.9675
JM12,12989.0554,35920.2730
JM13,13134.6714,35737.8133
