quarter,type,district,district_display,project,flat_type,median_rent
2018Q2,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.14
2019Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.02
2019Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.13
2019Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.16
2020Q3,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.11
2020Q1,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.06
2020Q4,Condo,21,"Upper Bukit Timah, Clementi Park, Ulu Pandan",THE HILLSIDE,-,2.13
2018Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.15
2018Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.18
2020Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.03
2019Q3,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.15
2019Q2,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.08
2019Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.09
2020Q4,Condo,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",KUM HING COURT,-,2.09
2018Q1,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,7.08
2018Q3,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.42
2018Q2,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.42
2018Q4,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.46
2020Q2,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.61
2020Q3,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.37
2019Q1,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,5.34
2019Q3,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.57
2020Q1,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.9
2019Q2,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.5
2019Q4,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.57
2020Q4,Condo,2,"Anson, Tanjong Pagar",LUMIERE,-,4.34
2018Q1,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.55
2018Q3,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.66
2018Q2,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.58
2018Q4,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.42
2020Q2,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.6
2020Q3,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.49
2019Q1,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.52
2019Q3,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.58
2020Q1,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.59
2019Q2,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.76
2019Q4,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.72
2020Q4,Condo,11,"Watten Estate, Novena, Thomson",NEWTON GEMS,-,3.45
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,4.59
2019Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,4.48
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,4.32
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,3.83
2019Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,4.59
2020Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",THE SORRENTO,-,4.53
2020Q1,Condo,14,"Geylang, Eunos",CENTRA HEIGHTS,-,4.07
2019Q4,Condo,14,"Geylang, Eunos",CENTRA HEIGHTS,-,4.3
2020Q2,Condo,14,"Geylang, Eunos",CENTRA HEIGHTS,-,4.32
2020Q4,Condo,14,"Geylang, Eunos",CENTRA HEIGHTS,-,4.18
2018Q4,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.59
2018Q1,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.78
2018Q3,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.73
2018Q2,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.67
2019Q4,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.66
2020Q2,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.67
2019Q1,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.57
2019Q3,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.69
2020Q3,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.79
2020Q1,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.87
2019Q2,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.64
2020Q4,Condo,3,"Queenstown, Tiong Bahru",THE METROPOLITAN CONDOMINIUM,-,3.57
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.81
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.9
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.9
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.81
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.69
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.78
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.76
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.95
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.83
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,6
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,6.01
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",OUE TWIN PEAKS,-,5.52
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.5
2018Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.55
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.43
2020Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.42
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.27
2020Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",FABER CREST,-,2.36
2018Q3,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.05
2018Q2,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.45
2018Q4,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.53
2019Q1,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,6.07
2019Q3,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.93
2020Q1,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.86
2019Q2,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.9
2019Q4,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.96
2020Q3,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.28
2020Q2,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.53
2020Q4,Condo,3,"Queenstown, Tiong Bahru",HIGHLINE RESIDENCES,-,5.43
2018Q2,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.38
2018Q4,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.38
2018Q1,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.72
2018Q3,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.39
2019Q2,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.52
2019Q4,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.58
2020Q2,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.53
2020Q3,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.99
2019Q1,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.66
2019Q3,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.54
2020Q1,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.93
2020Q4,Condo,11,"Watten Estate, Novena, Thomson",ZEDGE,-,3.84
2018Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2
2018Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2
2018Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.16
2018Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.05
2019Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,1.87
2020Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,1.94
2019Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.08
2020Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,1.96
2019Q3,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.08
2020Q1,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.1
2019Q2,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,2.14
2020Q4,Condo,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",THE DAIRY FARM,-,1.95
2018Q4,Condo,17,"Loyang, Changi",THE GALE,-,2.34
2018Q1,Condo,17,"Loyang, Changi",THE GALE,-,2.21
2018Q3,Condo,17,"Loyang, Changi",THE GALE,-,2.22
2018Q2,Condo,17,"Loyang, Changi",THE GALE,-,2.08
2019Q4,Condo,17,"Loyang, Changi",THE GALE,-,2.24
2020Q2,Condo,17,"Loyang, Changi",THE GALE,-,2.22
2019Q1,Condo,17,"Loyang, Changi",THE GALE,-,2.2
2019Q3,Condo,17,"Loyang, Changi",THE GALE,-,2.25
2020Q3,Condo,17,"Loyang, Changi",THE GALE,-,2.24
2020Q1,Condo,17,"Loyang, Changi",THE GALE,-,2.3
2019Q2,Condo,17,"Loyang, Changi",THE GALE,-,2.24
2020Q4,Condo,17,"Loyang, Changi",THE GALE,-,2.34
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,4.06
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,4.41
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,4
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,3.86
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,4.08
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE LIGHT @ CAIRNHILL,-,3.84
2019Q1,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,4.02
2019Q3,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,4.93
2020Q1,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,3.38
2019Q2,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,4.86
2019Q4,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,4
2020Q3,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,5.01
2020Q2,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,3.91
2020Q4,Condo,7,"Middle Road, Golden Mile",CITY GATE,-,3.65
2018Q1,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.77
2018Q3,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.89
2018Q2,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.88
2018Q4,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.78
2019Q1,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.78
2019Q3,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.93
2020Q1,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.88
2019Q2,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.88
2019Q4,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.88
2020Q3,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.83
2020Q2,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.95
2020Q4,Condo,18,"Tampines, Pasir Ris",DOUBLE BAY RESIDENCES,-,2.79
2018Q2,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.85
2019Q2,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.83
2019Q4,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.61
2020Q3,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.63
2020Q2,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.59
2020Q4,Condo,20,"Bishan, Ang Mo Kio",FABER GARDEN CONDOMINIUM,-,1.55
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.93
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.79
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.83
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.84
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.84
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.99
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.74
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.8
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.86
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,3.93
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,4.05
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE TRILLIUM,-,4
2018Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.53
2018Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.17
2018Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,4.71
2018Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.07
2019Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.53
2020Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.07
2020Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,4.83
2019Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.75
2019Q3,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.7
2020Q1,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.27
2019Q2,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,5.55
2020Q4,Condo,1,"Raffles Place, Cecil, Marina, People?€?s Park",V ON SHENTON,-,4.96
2018Q4,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.1
2018Q1,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.24
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.18
2018Q2,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.1
2019Q4,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.23
2020Q2,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.24
2019Q1,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.1
2019Q3,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,3.94
2020Q1,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,4.22
2019Q2,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,3.8
2020Q4,Condo,15,"Katong, Joo Chiat, Amber Road",SUITES @ EASTCOAST,-,3.83
2018Q4,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,2.79
2019Q4,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,3.03
2020Q2,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,3.15
2019Q1,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,2.91
2020Q1,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,3.14
2019Q2,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,3.12
2020Q4,Condo,27,"Yishun, Sembawang",THE WISTERIA,-,3.34
2018Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.43
2018Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.49
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.65
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.54
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.7
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.19
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.39
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.52
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.56
2020Q4,Condo,9,"Orchard, Cairnhill, River Valley",THE INSPIRA,-,4.49
2018Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.59
2018Q3,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.1
2018Q2,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.35
2018Q4,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.31
2020Q2,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.18
2020Q3,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.22
2019Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.03
2019Q3,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.37
2020Q1,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.26
2019Q2,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.41
2019Q4,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.33
2020Q4,Condo,12,"Balestier, Toa Payoh, Serangoon",OKIO,-,4.21
2018Q3,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.3
2018Q2,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.3
2018Q4,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.3
2019Q1,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.18
2020Q1,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.31
2019Q2,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.34
2020Q3,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.3
2020Q4,Condo,13,"Macpherson, Braddell",EURO-ASIA PARK,-,2.34
2020Q2,Condo,14,"Geylang, Eunos",LA BRISA,-,3.87
2020Q3,Condo,14,"Geylang, Eunos",LA BRISA,-,3.68
2019Q3,Condo,14,"Geylang, Eunos",LA BRISA,-,3.68
2020Q1,Condo,14,"Geylang, Eunos",LA BRISA,-,3.83
2019Q4,Condo,14,"Geylang, Eunos",LA BRISA,-,3.95
2020Q4,Condo,14,"Geylang, Eunos",LA BRISA,-,3.78
2018Q1,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.45
2018Q3,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.47
2018Q2,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.35
2018Q4,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.51
2019Q4,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.65
2020Q2,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.55
2019Q1,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.55
2019Q3,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.57
2020Q1,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.55
2020Q3,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.69
2019Q2,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.55
2020Q4,Condo,18,"Tampines, Pasir Ris",SEA ESTA,-,2.42
2018Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.53
2018Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.52
2018Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.44
2018Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.52
2019Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.52
2019Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.43
2020Q1,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.41
2019Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.3
2019Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.42
2020Q3,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.18
2020Q2,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.3
2020Q4,Condo,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HERITAGE VIEW,-,3.1
2020Q3,Condo,4,"Telok Blangah, Harbourfront",THE PEARL @ MOUNT FABER,-,2.84
2019Q3,Condo,4,"Telok Blangah, Harbourfront",THE PEARL @ MOUNT FABER,-,3.26
2018Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.52
2018Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.26
2018Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.32
2018Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.32
2020Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.28
2019Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.46
2019Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.23
2020Q1,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.24
2020Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.28
2019Q2,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.32
2019Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.32
2020Q4,Condo,19,"Serangoon Garden, Hougang, Punggo",RIVER ISLES,-,2.52
2018Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,5.61
2018Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,6.73
2019Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,5.88
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,5.85
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,6.17
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,5.53
2019Q2,Condo,9,"Orchard, Cairnhill, River Valley",THE ORCHARD RESIDENCES,-,5.57
2019Q3,Condo,28,Seletar,GRANDE VISTA,-,1.76
2020Q4,Condo,28,Seletar,GRANDE VISTA,-,1.6
2019Q3,Condo,9,"Orchard, Cairnhill, River Valley",FRASER RESIDENCE SINGAPORE,-,4.93
2020Q1,Condo,9,"Orchard, Cairnhill, River Valley",FRASER RESIDENCE SINGAPORE,-,5.07
2019Q4,Condo,9,"Orchard, Cairnhill, River Valley",FRASER RESIDENCE SINGAPORE,-,5.16
2020Q3,Condo,9,"Orchard, Cairnhill, River Valley",FRASER RESIDENCE SINGAPORE,-,4.89
2020Q2,Condo,9,"Orchard, Cairnhill, River Valley",FRASER RESIDENCE SINGAPORE,-,4.97
2020Q3,Condo,19,"Serangoon Garden, Hougang, Punggo",STADIA,-,2.67
2018Q4,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.65
2018Q1,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.59
2018Q3,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.59
2018Q2,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.63
2019Q4,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.6
2020Q2,Condo,15,"Katong, Joo Chiat, Amber Road",THE MAKENA,-,2.66
